timestamp (us),"samples (I, Q)"
4077975,-22,15,-22,13,-21,14,-20,15,-19,15,-18,15,-17,15,-17,15,-15,16,-14,18,-14,19,-13,18,-14,17,-14,17,-14,18,-14,18,-14,17,-14,17,-14,17,-15,16,-14,15,-14,14,-14,13,-14,11,-13,10,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-22,11,-23,10,-24,9,-24,8,-25,8,-26,7,-26,7,-24,7,-25,6,-27,6,-28,6,-28,5,-27,5,-26,6,-27,6,-26,6,-26,6,-26,5,-25,7,-24,8,-24,9,-23,10,-22,11,-22,12,-22,12,-22,12
4078804,2,-25,2,-25,1,-25,0,-24,0,-24,-1,-24,-2,-24,-2,-23,-3,-22,-4,-22,-5,-21,-6,-21,-4,-22,-5,-22,-6,-22,-5,-22,-4,-23,-4,-24,-3,-23,-1,-22,-1,-21,-1,-21,-1,-21,-1,-20,0,-19,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6,6,-24,7,-23,8,-23,9,-24,10,-25,11,-25,13,-26,14,-25,15,-25,16,-25,16,-23,17,-23,16,-22,14,-21,12,-22,11,-23,12,-23,11,-23,10,-23,8,-24,7,-24,7,-24,6,-25,7,-25,7,-24,8,-25
4079049,17,15,17,15,17,14,17,13,17,12,16,11,16,11,17,10,17,10,18,11,18,10,17,8,17,7,17,7,18,8,18,8,17,9,16,9,16,8,15,8,13,9,13,10,13,10,12,11,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,15,13,16,12,17,12,18,12,19,12,20,11,21,9,22,9,22,9,21,9,22,9,23,10,23,9,21,9,20,10,20,12,20,13,20,12,19,13,19,14,17,14,16,15,17,15,18,16,17,17,16
4082627,23,8,23,8,24,7,24,7,23,7,23,6,23,6,22,4,22,3,21,4,21,3,21,2,22,2,22,3,22,2,22,2,22,3,21,4,21,4,20,4,18,5,18,6,17,5,17,6,16,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,24,6,24,7,23,8,23,9,23,11,24,13,23,13,23,12,21,12,21,15,23,17,22,17,20,17,20,16,19,15,20,14,21,14,22,14,21,13,21,11,22,11,22,10,21,11,22,11,23,10,25,9
4086602,22,7,22,5,21,4,20,4,20,3,19,3,18,2,18,1,20,1,20,0,19,0,19,0,20,0,20,0,21,1,20,2,19,1,18,1,18,2,17,3,16,3,15,4,15,4,15,5,14,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,3,21,4,21,6,22,7,22,7,21,9,21,9,21,9,20,9,20,11,20,12,20,13,20,12,19,11,19,11,20,11,20,11,20,10,19,9,19,8,19,8,20,8,20,7,21,7,22,7,22,7
4087256,-1,-25,-3,-25,-4,-24,-4,-22,-4,-21,-4,-21,-5,-21,-5,-21,-5,-22,-5,-21,-6,-20,-7,-20,-8,-20,-7,-21,-7,-22,-7,-20,-8,-19,-7,-19,-4,-19,-3,-18,-2,-18,-2,-17,-2,-18,-1,-18,0,-17,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-6,-4,-22,-3,-22,-3,-23,-3,-23,-2,-24,-1,-24,-1,-23,-1,-24,1,-26,3,-27,3,-26,4,-25,5,-25,3,-25,2,-24,3,-25,5,-24,4,-22,2,-22,1,-22,1,-22,0,-21,-1,-22,-1,-23,-1,-24,-3,-25
4088383,19,-14,19,-13,17,-13,16,-13,17,-13,17,-13,17,-14,16,-15,15,-15,14,-16,13,-16,13,-15,14,-15,14,-15,14,-15,13,-15,13,-15,14,-14,15,-14,14,-14,13,-12,13,-11,13,-10,13,-8,13,-6,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,16,-13,17,-12,20,-11,21,-11,21,-10,22,-8,24,-7,25,-6,27,-6,26,-6,25,-6,24,-7,24,-6,24,-5,23,-6,22,-7,21,-7,20,-8,21,-10,21,-9,21,-9,20,-10,20,-10,20,-10,21,-12,21,-13
4096210,-25,-7,-25,-8,-24,-8,-24,-7,-23,-6,-23,-6,-24,-5,-25,-4,-24,-3,-22,-3,-22,-2,-23,-1,-23,-1,-22,-1,-23,-1,-23,-1,-22,-2,-21,-3,-19,-4,-19,-4,-20,-4,-19,-4,-19,-5,-18,-6,-17,-7,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,-24,-7,-24,-8,-24,-10,-24,-11,-24,-11,-23,-13,-23,-15,-22,-15,-23,-16,-23,-16,-24,-16,-23,-16,-23,-16,-22,-15,-22,-15,-22,-14,-23,-15,-24,-15,-23,-14,-23,-12,-24,-11,-24,-11,-24,-10,-24,-10,-25,-10,-25,-9
4096762,20,-12,20,-13,20,-12,20,-11,19,-11,19,-11,18,-12,16,-13,14,-14,15,-15,15,-16,14,-16,14,-16,15,-15,14,-15,13,-15,14,-15,15,-14,14,-12,14,-11,14,-11,14,-10,14,-10,14,-10,13,-9,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,20,-9,21,-8,21,-8,22,-7,23,-6,24,-4,23,-4,23,-5,23,-4,23,-3,24,-4,24,-3,25,-4,24,-4,24,-3,23,-3,20,-4,20,-6,21,-7,21,-7,20,-7,19,-7,20,-8,21,-10,22,-11,22,-11
4105875,-14,-22,-15,-22,-14,-22,-14,-21,-14,-21,-13,-20,-13,-19,-14,-18,-15,-17,-15,-17,-16,-17,-16,-17,-17,-17,-17,-17,-16,-17,-16,-17,-15,-17,-15,-17,-15,-17,-14,-17,-12,-17,-12,-17,-11,-16,-9,-16,-8,-16,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-15,-20,-14,-21,-13,-23,-12,-24,-11,-24,-10,-25,-10,-25,-9,-24,-8,-25,-6,-27,-6,-28,-6,-27,-7,-27,-6,-25,-6,-25,-7,-26,-8,-27,-8,-27,-9,-26,-9,-24,-10,-24,-11,-24,-11,-24,-11,-24,-13,-24,-13,-24
